SK_ID_CURR,TARGET
102166,0.030722015
102174,0.019519983
102193,0.1696265
102198,0.038078733
102205,0.09561676
102206,0.016911909
102218,0.034395497
102221,0.032038443
102230,0.044307858
102238,0.060095027
102248,0.055512402
102252,0.21114354
102259,0.06112051
102262,0.113749884
102273,0.10504308
102286,0.09404693
102293,0.030609945
102294,0.03245365
102296,0.031584963
102298,0.0618272
102303,0.025783995
102309,0.048871096
102315,0.024217574
102340,0.038841322
102342,0.06481863
102344,0.04621864
102346,0.06917942
102347,0.008070423
102374,0.0800587
102380,0.020104857
102387,0.022772778
102393,0.040153217
102403,0.015554349
102413,0.05543499
102414,0.0068732
102415,0.026452178
102416,0.11231635
102439,0.053258672
102441,0.06816381
102443,0.011235594
102444,0.062954605
102445,0.15627155
102448,0.02788974
102449,0.064745575
102450,0.20395169
102456,0.022215037
102458,0.08675991
102459,0.030408265
102465,0.015526023
102470,0.14678529
102471,0.049496673
102475,0.059410684
102476,0.13520077
102506,0.06411839
102509,0.03456227
102519,0.03800553
102522,0.03779159
102545,0.028845524
102549,0.03851743
102562,0.0069575924
102563,0.016868843
102568,0.14235657
102582,0.07126852
102592,0.019630894
102597,0.13030095
102605,0.04086414
102614,0.024532512
102617,0.11217862
102634,0.05143961
102652,0.04084608
102655,0.0072312267
102671,0.07737518
102694,0.22760808
102701,0.041737117
102703,0.01793394
102704,0.012765033
102713,0.0176165
102720,0.16286178
102731,0.034229726
102733,0.031568572
102749,0.025823364
102755,0.03865589
102763,0.0213089
102770,0.05683064
102772,0.0900166
102799,0.16025828
102838,0.015800927
102854,0.030032407
102862,0.10894398
102863,0.029121608
102867,0.016041374
102868,0.009540988
102878,0.057943568
102887,0.06719929
102898,0.30761573
102904,0.08300135
102912,0.057024613
102919,0.026756788
102927,0.10167672
102932,0.049276505
102933,0.11658692
102935,0.02163492
102958,0.075545356
102969,0.19396143
102971,0.0328926
102975,0.05085702
102979,0.060456604
102982,0.019023068
102987,0.09953184
102989,0.083723724
102995,0.0638653
102996,0.029998902
103000,0.049464375
103001,0.049523443
103004,0.05602766
103010,0.021809509
103025,0.18290842
103029,0.045705467
103046,0.081014976
103056,0.051097162
103062,0.09645178
103078,0.012191193
103083,0.015246045
103092,0.024166398
103096,0.081851564
103097,0.13839027
103102,0.14490686
103112,0.062260676
103132,0.044686265
103144,0.10863723
103145,0.07548392
103146,0.016021125
103147,0.08742429
103158,0.018547202
103171,0.07811704
103173,0.021532213
103184,0.029849347
103195,0.16219789
103196,0.054164458
103206,0.022591466
103230,0.15287466
103231,0.112538464
103232,0.037234616
103239,0.08309851
103240,0.13803975
103243,0.028936535
103252,0.11666324
103258,0.04083677
103259,0.12707533
103279,0.02520626
103280,0.007881384
103286,0.015643694
103287,0.46670276
103290,0.022252059
103298,0.047338083
103315,0.027568711
103319,0.07700897
103334,0.09346673
103336,0.09196485
103345,0.035614412
103368,0.02445421
103371,0.26385117
103377,0.058963943
103398,0.015775668
103404,0.038857114
103408,0.14852598
103410,0.061037123
103418,0.033062976
103420,0.18488118
103432,0.078545734
103433,0.015578431
103436,0.017452352
103440,0.029884648
103453,0.057939272
103459,0.042538397
103460,0.030265676
103461,0.02534678
103462,0.050109867
103473,0.11560508
103474,0.01479852
103475,0.2176479
103478,0.17768745
103480,0.16587193
103484,0.019506535
103494,0.108836316
103513,0.031170927
103515,0.076197386
103516,0.18351652
103525,0.11385828
103541,0.32803634
103544,0.024670407
103562,0.3131648
103570,0.24939063
103572,0.23187493
103574,0.030872272
103575,0.041976504
103591,0.088801965
103594,0.031092528
103609,0.05814622
103613,0.07691842
103614,0.029650522
103615,0.061587784
103624,0.03921755
103625,0.22084844
103628,0.30636093
103629,0.021745492
103647,0.032841735
103648,0.056915533
103651,0.044007957
103658,0.021634245
103668,0.04881429
103669,0.01824284
103676,0.042397577
103682,0.067402184
103683,0.027677873
103689,0.023810424
103725,0.028472401
103733,0.09769599
103744,0.02310416
103762,0.082127236
103771,0.26488703
103773,0.01605684
103783,0.07392829
103784,0.038127933
103808,0.021609908
103812,0.065001935
103813,0.19400513
103814,0.06824893
103818,0.22049303
103824,0.025153399
103828,0.014119467
103830,0.34507093
103840,0.015707025
103842,0.09655499
103847,0.21657209
103848,0.051134128
103851,0.02691037
103854,0.14975218
103857,0.16675375
103861,0.016100511
103862,0.043038767
103865,0.032160185
103870,0.009388518
103876,0.03443142
103891,0.45250005
103908,0.07713499
103914,0.10799854
103918,0.0682057
103940,0.024854722
103963,0.09758882
103966,0.105755605
103971,0.2010627
103980,0.1203073
103984,0.06202952
103985,0.047353234
103998,0.2729626
104019,0.020054946
104026,0.048153467
104035,0.09662283
104044,0.072586276
104045,0.036526736
104047,0.26835245
104051,0.038982037
104058,0.07351703
104063,0.015386443
104066,0.11601787
104087,0.023568116
104089,0.05569933
104095,0.050546426
104098,0.0889581
104104,0.027130445
104110,0.25099742
104120,0.115848646
104122,0.018837739
104131,0.038034335
104132,0.10286663
104135,0.026408859
104136,0.025887007
104149,0.08879224
104150,0.052899767
104156,0.3612848
104165,0.10884515
104175,0.022596877
104179,0.07444532
104184,0.123146825
104206,0.030647818
104216,0.2695437
104230,0.18869783
104257,0.027169233
104272,0.057862587
104273,0.08166003
104278,0.034724556
104294,0.07208337
104295,0.021744696
104297,0.031124154
104298,0.08075863
104308,0.034652073
104318,0.0306242
104319,0.07245588
104320,0.14231202
104327,0.13979425
104334,0.057670772
104344,0.04954542
104350,0.028123135
104351,0.14474213
104354,0.027982978
104369,0.14664787
104376,0.12545238
104381,0.027464397
104384,0.054794062
104391,0.018426426
104394,0.03525109
104398,0.21293499
104402,0.01629484
104408,0.06444476
104409,0.030143753
104410,0.30659717
104412,0.07695874
104417,0.076990195
104424,0.06410451
104426,0.036700405
104435,0.054625224
104445,0.040717196
104458,0.012552892
104460,0.060278527
104466,0.020612005
104472,0.09237267
104473,0.10809061
104479,0.01630943
104480,0.021280035
104482,0.08198407
104499,0.017312333
104501,0.015010835
104502,0.021886237
104506,0.13267738
104510,0.014223737
104512,0.098960616
104520,0.227997
104528,0.072892316
104529,0.0133875515
104541,0.05269738
104578,0.02765926
104584,0.04385799
104588,0.09493086
104602,0.10339603
104610,0.015221057
104611,0.1700164
104618,0.06790011
104620,0.06107812
104622,0.01968254
104624,0.060343098
104625,0.11659022
104634,0.08645196
104639,0.07517432
104646,0.043040726
104647,0.047365047
104652,0.027185868
104670,0.095104136
104677,0.020365756
104685,0.10671959
104691,0.034217037
104696,0.08521891
104699,0.012384268
104712,0.09756976
104714,0.027574385
104717,0.072358586
104718,0.016048623
104740,0.06244295
104741,0.03493263
104743,0.006424793
104744,0.022444788
104747,0.10678513
104767,0.05548858
104772,0.25460404
104776,0.27057582
104779,0.024181075
104814,0.017608026
104815,0.02194645
104830,0.06480228
104831,0.08378883
104833,0.086596005
104839,0.042267736
104840,0.0313678
104860,0.10439663
104861,0.022492593
104866,0.060521465
104870,0.031385504
104877,0.068625204
104878,0.014658061
104879,0.025706023
104880,0.057487465
104899,0.042346444
104906,0.038546786
104907,0.09917961
104913,0.06329919
104916,0.06938386
104921,0.08516251
104930,0.034752768
104931,0.23965189
104936,0.038119666
104937,0.027964199
104942,0.028357137
104943,0.05350046
104969,0.07402748
104972,0.32484016
104988,0.10008339
105013,0.043368302
105015,0.02919435
105019,0.045159917
105027,0.028415378
105030,0.07311611
105035,0.3168214
105041,0.024863096
105051,0.13714431
105056,0.039150283
105067,0.48725465
105071,0.06572376
105072,0.028713966
105074,0.09685105
105091,0.0492534
105101,0.04184626
105103,0.033773158
105134,0.048503213
105139,0.031599917
105142,0.10362428
105146,0.046275865
105163,0.03828248
105168,0.10499316
105172,0.022423094
105176,0.3063217
105195,0.059179887
105196,0.20207861
105197,0.015989982
105203,0.047989976
105223,0.0924025
105227,0.10929867
105228,0.014938641
105230,0.19576345
105231,0.16094671
105239,0.025385985
105242,0.056762896
105244,0.050810788
105245,0.06512454
105248,0.031318586
105249,0.06606317
105266,0.11027816
105271,0.24821654
105276,0.06810874
105282,0.027787017
105292,0.09701988
105297,0.012404418
105332,0.056716107
105333,0.018441439
105343,0.027385669
105344,0.042699922
105345,0.12858212
105357,0.04387303
105359,0.04228611
105366,0.08646697
105367,0.046250228
105370,0.017600728
105377,0.050759595
105390,0.04860723
105399,0.012306599
105403,0.05869324
105404,0.040684104
105414,0.025369449
105417,0.06504546
105425,0.16460867
105452,0.10977227
105454,0.10742817
105456,0.05399279
105470,0.039572064
105471,0.021726917
105483,0.17953776
105493,0.09239894
105508,0.078423835
105514,0.053715866
105515,0.014001375
105528,0.306574
105529,0.01679722
105531,0.051101495
105532,0.06162174
105558,0.018835936
105574,0.033083927
105578,0.011015259
105584,0.28434289
105595,0.09962032
105617,0.16343573
105618,0.050150666
105621,0.048811432
105625,0.060602713
105629,0.05485472
105630,0.018871656
105634,0.036612384
105635,0.025929071
105641,0.05289252
105647,0.09566111
105648,0.062251355
105655,0.04768023
105657,0.026932316
105672,0.07728697
105678,0.21397664
105682,0.08770393
105691,0.048158713
105692,0.036727596
105706,0.051112015
105712,0.036762603
105720,0.0701915
105734,0.009821774
105735,0.048102327
105736,0.18214063
105737,0.011894834
105738,0.14081655
105740,0.109826006
105744,0.072346285
105747,0.055956405
105749,0.15392748
105754,0.043300092
105758,0.02944789
105760,0.13435508
105767,0.1275715
105784,0.118556336
105791,0.026253026
105802,0.25993317
105807,0.16050355
105809,0.03168003
105816,0.052478313
105817,0.018893613
105824,0.15266424
105832,0.056570936
105856,0.020363597
105865,0.015615301
105899,0.27267218
105906,0.020727206
105916,0.05729562
105923,0.07859361
105937,0.05674836
105965,0.020493379
105966,0.07453998
105968,0.06494294
105973,0.026652211
105976,0.132686
105978,0.090684675
105979,0.035054862
105991,0.117132686
105998,0.20582992
105999,0.028513579
106000,0.31271696
106001,0.043096285
106010,0.077827044
106011,0.019213855
106013,0.18267278
106015,0.02429225
106026,0.019521128
106032,0.02686132
106035,0.32108232
106040,0.07191655
106041,0.2492297
106044,0.020532534
106053,0.20177223
106054,0.020208249
106065,0.17827511
106081,0.038785543
106083,0.07057323
106087,0.025470326
106090,0.15154001
106101,0.01970545
106102,0.034221955
106109,0.04266347
106116,0.092663735
106150,0.020329475
106155,0.12722015
106166,0.012598603
106176,0.14410633
106189,0.027128678
106199,0.12219588
106205,0.13292632
106206,0.08496595
106211,0.03464013
106214,0.038910575
106216,0.041828018
106217,0.039800096
106225,0.047866758
106249,0.03884147
106256,0.10741027
106258,0.040810656
106261,0.037356514
106262,0.13510029
106264,0.016759973
106271,0.041269347
106276,0.028850779
106277,0.11176394
106286,0.12227349
106293,0.035768595
106295,0.05897686
106296,0.0464188
106297,0.13291976
106298,0.032986876
106311,0.022460816
106314,0.05774618
106320,0.05633906
106334,0.058393147
106346,0.09768509
106347,0.022707596
106349,0.057458185
106354,0.07238044
106360,0.030977204
106373,0.12718739
106377,0.065692216
106386,0.12841508
106387,0.037051413
106391,0.021098768
106401,0.26358312
106411,0.10109172
106413,0.39726153
106426,0.0912084
106427,0.11306396
106428,0.12872232
106434,0.06717033
106438,0.09357991
106440,0.025358522
106441,0.030870596
106452,0.067604885
106453,0.082629204
106454,0.028051741
106457,0.13953122
106484,0.041844018
106488,0.12174269
106491,0.2488393
106514,0.09873181
106527,0.1421658
106528,0.07276124
106529,0.007120074
106534,0.12977518
106550,0.11371903
106577,0.033335786
106585,0.07360341
106590,0.01739713
106607,0.057328224
106610,0.07047952
106611,0.062949836
106612,0.050722722
106624,0.057832886
106631,0.011466322
106647,0.31548968
106660,0.14052464
106674,0.023180379
106687,0.029956853
106712,0.045066673
106713,0.04345412
106717,0.04603072
106720,0.052265294
106721,0.07050725
106724,0.050143547
106735,0.08356872
106739,0.042500958
106740,0.056928508
106754,0.044625513
106760,0.3499792
106761,0.09252349
106784,0.20046663
106787,0.077997714
106797,0.019261137
106798,0.059986457
106802,0.26713356
106803,0.06867962
106804,0.30887133
106805,0.01053323
106810,0.12053249
106812,0.19566582
106813,0.08608683
106817,0.071038604
106822,0.0451064
106823,0.023659205
106827,0.020351049
106841,0.09913923
106851,0.26822612
106852,0.04373265
106853,0.19006307
106854,0.3950554
106861,0.075582094
106873,0.07163364
106877,0.045582697
106878,0.025921827
106881,0.087624304
106900,0.01335533
106906,0.017997293
106907,0.10002217
106914,0.19541968
106916,0.049429357
106924,0.014865967
106931,0.03143762
106936,0.0867022
106937,0.106422864
106938,0.026550982
106939,0.07409021
106943,0.08092337
106944,0.14344877
106967,0.05270928
106980,0.10341943
106986,0.08274713
106987,0.032711796
106990,0.019809648
107013,0.008669594
107023,0.056371897
107033,0.041341968
107037,0.09000022
107048,0.021625858
107071,0.039688896
107081,0.0072870115
107113,0.0770456
107130,0.06597529
107131,0.01253673
107145,0.10973584
107156,0.10150911
107219,0.046659734
107222,0.08953752
107223,0.25546035
107232,0.12936154
107245,0.093149886
107246,0.040886592
107247,0.16545245
107256,0.011466602
107259,0.008984057
107260,0.015025661
107279,0.13795663
107280,0.05610888
107281,0.024440655
107285,0.0272286
107329,0.020897467
107337,0.039490294
107349,0.09579008
107350,0.022789428
107351,0.020636132
107359,0.14136682
107391,0.16391255
107394,0.039129518
107395,0.023814334
107406,0.041378543
107416,0.08608389
107417,0.040706683
107418,0.062310778
107419,0.04107556
107444,0.012629188
107445,0.043613672
107446,0.121438704
107460,0.13825108
107470,0.03558899
107475,0.0824288
107520,0.02473867
107526,0.08202629
107527,0.013290873
107530,0.011234901
107532,0.11821063
107534,0.0720269
107535,0.084560975
107554,0.25518516
107556,0.021426864
107559,0.11883252
107561,0.023260303
107564,0.0827962
107566,0.01522083
107571,0.0662985
107590,0.165233
107602,0.078220226
107625,0.062643915
107626,0.3654991
107635,0.020420229
107636,0.07022428
107645,0.037223328
107652,0.31832033
107655,0.04241254
107668,0.045284368
107670,0.055586338
107677,0.01040659
107680,0.19764459
107683,0.19318724
107684,0.016739406
107691,0.052601807
107692,0.060745377
107703,0.02635928
107709,0.012753861
107710,0.09687006
107721,0.24375698
107725,0.12022401
107727,0.03427684
107739,0.016539296
107740,0.053336322
107741,0.09333035
107747,0.023438051
107765,0.3713228
107768,0.009696509
107775,0.10354506
107782,0.29292768
107790,0.022804905
107801,0.043898
107807,0.0400349
107811,0.023216141
107817,0.07034327
107826,0.030441288
107838,0.107212454
107839,0.06706813
107843,0.08480965
107847,0.11479562
107849,0.14398006
107850,0.11930988
107867,0.11661835
107871,0.0605632
107908,0.031579632
107913,0.07408017
107927,0.023327874
107931,0.070518844
107955,0.029183932
107962,0.15554684
107977,0.05851465
107978,0.054049797
107993,0.029078327
108010,0.06769198
108016,0.037158154
108018,0.33679017
108027,0.13931109
108045,0.23254302
108069,0.16829193
108082,0.020374605
108089,0.07520946
108092,0.015131795
108106,0.022762567
108112,0.0685728
108120,0.12054381
108122,0.2948823
108135,0.034420244
108170,0.019014377
108171,0.0826157
108177,0.012805333
108180,0.09344548
108183,0.03162192
108184,0.021447496
108185,0.05485308
108192,0.09110729
108195,0.22094527
108196,0.078683734
108218,0.019104673
108219,0.12119058
108243,0.11863162
108249,0.023103783
108251,0.015684718
108274,0.0663506
108280,0.44629228
108289,0.038113225
108292,0.045774546
108295,0.04802638
108327,0.018698707
108332,0.032295894
108346,0.03694278
108349,0.17844935
108353,0.07191672
108362,0.07548375
108363,0.0307678
108377,0.6429248
108378,0.14367509
108381,0.014634106
108383,0.16137941
108390,0.0886322
108407,0.030028427
108408,0.028107613
108411,0.064511806
108412,0.046880312
108419,0.0814705
108436,0.22828728
108437,0.26736808
108438,0.059089284
108441,0.0311257
108448,0.029501641
108449,0.04615831
108466,0.027370205
108467,0.177848
108473,0.047402836
108474,0.09792928
108476,0.03753036
108479,0.029879933
108486,0.007780135
108493,0.036343608
108501,0.035925284
108506,0.16220923
108510,0.08754687
108511,0.05838451
108514,0.048550658
108517,0.016894491
108519,0.106072545
108522,0.009561526
108548,0.13277689
108554,0.07126214
108555,0.15730779
108559,0.059598554
108562,0.026270106
108571,0.06893403
108572,0.038877998
108579,0.063701615
108583,0.021722605
108584,0.011668139
108592,0.027562134
108602,0.017570939
108609,0.03893129
108613,0.08817945
108616,0.0725265
108618,0.06654296
108620,0.025806932
108643,0.0219817
108649,0.027785694
108654,0.15342788
108655,0.01782857
108656,0.037765946
108667,0.06722364
108668,0.08442019
108682,0.08153688
108690,0.080207326
108691,0.07056491
108692,0.09183363
108695,0.061196566
108699,0.019936714
108710,0.15936242
108718,0.24071664
108739,0.15350254
108740,0.014749194
108741,0.011792915
108742,0.12070851
108763,0.007334028
108767,0.13082227
108769,0.10359188
108779,0.24766041
108788,0.023856638
108801,0.03833533
108802,0.03534776
108810,0.052923962
108811,0.022270933
108813,0.02034057
108814,0.12026474
108825,0.0585821
108826,0.071313545
108830,0.101846546
108834,0.04610555
108852,0.02515096
108887,0.106235646
108901,0.06886629
108908,0.022728218
108910,0.06654784
108920,0.04421512
108922,0.016497256
108929,0.12227858
108930,0.03159554
108937,0.13274789
108938,0.03802094
108943,0.07227035
108948,0.019351594
108953,0.054053493
108956,0.06632078
108965,0.018209327
108985,0.1968207
108986,0.10726825
108987,0.056471396
108990,0.01579054
108991,0.05752022
108993,0.23425092
109000,0.12053357
109001,0.08630287
109012,0.26353267
109014,0.06739915
109015,0.09399718
109021,0.025872339
109037,0.05634546
109042,0.14655697
109044,0.042512536
109046,0.31806764
109064,0.0059694434
109084,0.07157084
109086,0.060750417
109092,0.006854475
109093,0.18324545
109100,0.1571742
109101,0.006386075
109110,0.049108997
109114,0.13824628
109126,0.15760805
109152,0.011297273
109162,0.059820183
109167,0.053497884
109168,0.08955713
109169,0.017268823
109179,0.07206785
109184,0.082950845
109191,0.10266998
109192,0.053120628
109193,0.011852735
109196,0.081768535
109206,0.10239162
109210,0.00968979
109244,0.14287499
109249,0.027859336
109273,0.02064193
109276,0.22070903
109281,0.056638796
109287,0.045763828
109297,0.06444375
109298,0.038005427
109306,0.03966922
109309,0.064545654
109321,0.323117
109328,0.12750638
109336,0.049716193
109342,0.04315835
109346,0.024034446
109347,0.061855134
109348,0.18468988
109362,0.11116709
109363,0.020280961
109367,0.037149865
109370,0.012768735
109393,0.11050082
109405,0.029886099
109413,0.07138716
109414,0.44300294
109421,0.0384099
109427,0.10530839
109428,0.04419059
109429,0.10863539
109437,0.017754477
109443,0.017390106
109461,0.043142293
109468,0.06849697
109469,0.015809197
109471,0.09254548
109479,0.05633893
109484,0.011371719
109501,0.04963985
109505,0.037691392
109535,0.042316437
109539,0.018282345
109544,0.10430029
109545,0.014329734
109551,0.1648687
109553,0.025245639
109555,0.035385706
109561,0.07023851
109580,0.024611238
109583,0.26003066
109593,0.14433253
109604,0.102381416
109620,0.06908712
109635,0.01031947
109637,0.32999846
109638,0.08938064
109642,0.05655317
109649,0.023542332
109652,0.020246744
109656,0.033613335
109663,0.057446774
109696,0.26808202
109700,0.1101924
109709,0.119078234
109735,0.01767103
109740,0.028121302
109741,0.09489159
109749,0.09106743
109764,0.0148110185
109771,0.0969958
109772,0.022187708
109773,0.13891543
109798,0.05749148
109802,0.1764773
109804,0.0453836
109813,0.04853143
109818,0.078413494
109848,0.04403371
109850,0.02488272
109851,0.042007644
109855,0.028025974
109871,0.26637825
109877,0.09743505
109883,0.012345609
109886,0.014079763
109905,0.08061643
109936,0.21804842
109950,0.10355047
109958,0.06096538
109959,0.11174047
109969,0.053443607
109971,0.011072688
109984,0.021747481
109985,0.3630912
109988,0.028994301
109992,0.056729626
110005,0.07964769
110009,0.0508331
110011,0.23411003
110014,0.04745685
110026,0.03087233
110042,0.023690123
110058,0.0102656465
110069,0.081852496
110080,0.012456709
110087,0.055435523
110091,0.026080243
110094,0.05281513
110098,0.11642206
110105,0.050405193
110117,0.034460768
110136,0.17326878
110138,0.22197746
110149,0.09804529
110164,0.15113714
110202,0.082075335
110212,0.019939497
110226,0.01084005
110236,0.024497544
110249,0.02138913
110257,0.045302726
110258,0.013392824
110277,0.025585024
110282,0.0816679
110284,0.025925301
110286,0.04185508
110289,0.018850615
110304,0.013792044
110319,0.07698094
110324,0.03941451
110326,0.028707419
110335,0.07404336
110337,0.113483086
110338,0.057571907
110343,0.030614207
110345,0.032307476
110347,0.15168795
110355,0.008002858
110359,0.053557895
110360,0.10957927
110364,0.08820026
110371,0.091959886
110372,0.04782363
110376,0.07802509
110379,0.14709486
110380,0.055286776
110393,0.05713963
110401,0.34727663
110406,0.045265332
110411,0.04921328
110416,0.03313939
110420,0.017520135
110443,0.034243554
110465,0.037370156
110468,0.044098996
110469,0.12133697
110471,0.23456323
110487,0.29811645
110491,0.098755695
110504,0.07495389
110547,0.03274212
110550,0.012889143
110559,0.15019327
110578,0.05652423
110582,0.13247518
110590,0.03593024
110598,0.02915749
110601,0.21931309
110602,0.027210556
110604,0.10407182
110625,0.25065172
110626,0.100684874
110636,0.1248185
110637,0.09185765
110638,0.118915804
110646,0.018688971
110648,0.041667834
110652,0.046809636
110681,0.04771851
110682,0.060916383
110687,0.122610465
110691,0.010444342
110694,0.04256609
110695,0.037964314
110696,0.13082375
110708,0.017962938
110710,0.026167808
110717,0.06300569
110730,0.04135453
110740,0.06205542
110742,0.06770449
110747,0.060004123
110761,0.057444297
110766,0.02310995
110769,0.026892396
110774,0.06071725
110803,0.03242036
110805,0.03505295
110809,0.25881827
110827,0.06771646
110832,0.029016182
110839,0.120559484
110859,0.17390472
110861,0.010521597
110863,0.17207108
110865,0.059443757
110881,0.076156475
110889,0.030947302
110891,0.016506743
110894,0.007967221
110895,0.07300757
110907,0.3204895
110914,0.09932278
110933,0.013679739
110934,0.008034036
110937,0.019305823
110953,0.01878237
110954,0.0935036
110958,0.17697452
110970,0.0668475
110974,0.110974915
110977,0.19365057
110989,0.018439561
110993,0.34888387
110994,0.14124918
111018,0.014242316
111019,0.02340829
111030,0.05201347
111032,0.050792985
111041,0.033581186
111045,0.025853433
111048,0.0075731976
111052,0.05581955
111070,0.33553064
111084,0.12723298
111091,0.06189268
111104,0.012410757
111108,0.048605435
